,bin,rows,mean_confidence,accuracy
0,1,5,0.392379374432658,0.8
1,2,351,0.5064894307469161,0.5042735042735044
2,3,74,0.6572854377015075,0.7567567567567568
3,4,50,0.8489850559751817,0.64
