configuration,horizon_minutes,model,world,gaussian_nll,mse,coverage80
precise_current_proxy,60,memory_limited_ridge,4,3.9104669830693077,144.15724991791996,0.7341772151898734
precise_current_proxy,60,memory_limited_ridge,5,3.5857933059007547,63.745018605150925,0.9240506329113924
precise_current_proxy,60,memory_limited_ridge,6,3.736521252021856,101.07594907813892,0.7974683544303798
precise_current_proxy,60,memory_limited_ridge,7,3.6275638643849804,74.09037163835431,0.9493670886075949
precise_current_proxy,60,memory_limited_ridge,8,3.9457564619971426,152.8974279551402,0.759493670886076
precise_current_proxy,60,memory_limited_ridge,9,3.5028394889528207,43.199769680547256,0.9620253164556962
precise_current_proxy,60,memory_limited_ridge,10,3.9399087917846254,151.44913003992113,0.7215189873417721
precise_current_proxy,60,memory_limited_ridge,11,3.58761909738324,64.19721407815292,0.8987341772151899
precise_current_proxy,60,memory_limited_ridge,12,3.9299106845119636,148.97288952140894,0.8227848101265823
precise_current_proxy,60,memory_limited_ridge,13,3.864233112098418,132.70646413381152,0.7341772151898734
precise_current_proxy,60,memory_limited_ridge,14,3.5033987039458654,43.33827097749998,0.9620253164556962
precise_current_proxy,60,memory_limited_ridge,15,3.7450445677058775,103.1869265935088,0.8354430379746836
precise_current_proxy,60,memory_limited_ridge,16,3.94245080841045,152.07871365969385,0.6962025316455697
precise_current_proxy,60,memory_limited_ridge,17,3.861471883284123,132.0225880276273,0.7974683544303798
precise_current_proxy,60,memory_limited_ridge,18,3.69496102618966,90.78268932830551,0.8607594936708861
precise_current_proxy,60,memory_limited_ridge,19,3.687163401393941,88.85144434955717,0.8860759493670886
precise_current_proxy,60,memory_limited_ridge,20,3.5758244146549045,61.276014047146674,0.9367088607594937
precise_current_proxy,60,memory_limited_ridge,21,4.022576572630181,171.9235361372625,0.6835443037974683
precise_current_proxy,60,memory_limited_ridge,22,3.63150212219888,75.06576361057253,0.8607594936708861
precise_current_proxy,60,memory_limited_ridge,23,3.6909394992532554,89.78667401514284,0.8734177215189873
precise_current_proxy,60,memory_limited_ridge,24,3.499408699348924,42.35006283144296,0.9873417721518988
precise_current_proxy,60,memory_limited_ridge,25,3.9139814368618713,145.0276779543729,0.7341772151898734
precise_current_proxy,60,memory_limited_ridge,26,3.7747408908460773,110.54184253961662,0.8354430379746836
precise_current_proxy,60,memory_limited_ridge,27,3.760130898279259,106.9233721049134,0.8481012658227848
precise_current_proxy,60,memory_limited_ridge,28,3.627115212393422,73.97925358271577,0.9493670886075949
precise_current_proxy,60,memory_limited_ridge,29,3.8511381574492445,129.46322454795234,0.7721518987341772
precise_current_proxy,60,memory_limited_ridge,30,3.8481039802216492,128.71174705462062,0.7974683544303798
precise_current_proxy,60,memory_limited_ridge,31,3.7935143342820896,115.19147871979342,0.8227848101265823
precise_current_proxy,60,memory_limited_ridge,32,3.600046028385083,67.27500362654706,0.8987341772151899
precise_current_proxy,60,memory_limited_ridge,33,3.692987134602882,90.29381376485794,0.8481012658227848
precise_current_proxy,60,memory_limited_ridge,34,4.029011839885044,173.51736475795752,0.7088607594936709
precise_current_proxy,60,memory_limited_ridge,35,3.726908246902491,98.69508716777247,0.810126582278481
precise_current_proxy,60,memory_limited_ridge,36,3.562443475878449,57.96194450674596,0.9367088607594937
precise_current_proxy,60,memory_limited_ridge,37,3.6735652643150276,85.48358110376428,0.8734177215189873
precise_current_proxy,60,memory_limited_ridge,38,3.678312109587067,86.65923668308312,0.8734177215189873
precise_current_proxy,60,memory_limited_ridge,39,3.7355267117448467,100.82963036359995,0.8354430379746836
precise_current_proxy,60,memory_limited_ridge,40,3.616864620082786,71.4404798602379,0.8987341772151899
precise_current_proxy,60,memory_limited_ridge,41,3.6918359799141034,90.00870621342948,0.9113924050632911
precise_current_proxy,60,memory_limited_ridge,42,3.8446417288843886,127.85424804877964,0.7721518987341772
precise_current_proxy,60,memory_limited_ridge,43,3.7691127064275585,109.14790487494447,0.8227848101265823
precise_current_proxy,60,memory_limited_ridge,44,3.6137492207417914,70.66888601060882,0.8860759493670886
precise_current_proxy,60,memory_limited_ridge,45,3.8979943741793526,141.06814728453344,0.7088607594936709
precise_current_proxy,60,memory_limited_ridge,46,3.7489172063428677,104.14606660320759,0.8354430379746836
precise_current_proxy,60,memory_limited_ridge,47,3.956147245139373,155.4709228711454,0.7341772151898734
precise_current_proxy,60,memory_limited_ridge,48,3.660732867897215,82.3053695590367,0.8987341772151899
precise_current_proxy,60,memory_limited_ridge,49,3.9406439978605916,151.63121921191296,0.6708860759493671
precise_current_proxy,60,memory_limited_ridge,50,3.48609472741618,39.05257903144987,0.9873417721518988
precise_current_proxy,60,memory_limited_ridge,51,3.575155074286362,61.11023789611565,0.9240506329113924
precise_current_proxy,60,memory_limited_ridge,52,3.5864392477416778,63.90499962110503,0.9367088607594937
precise_current_proxy,60,memory_limited_ridge,53,3.75807457961189,106.41408174982448,0.8607594936708861
precise_current_proxy,60,memory_limited_ridge,54,3.7803718938248667,111.93647827973031,0.810126582278481
precise_current_proxy,60,memory_limited_ridge,55,3.711995781653786,95.00170304288696,0.8860759493670886
precise_current_proxy,60,memory_limited_ridge,56,3.7917987880485082,114.76658779002767,0.7974683544303798
precise_current_proxy,60,memory_limited_ridge,57,3.5474024291847774,54.23671449590704,0.9493670886075949
precise_current_proxy,60,memory_limited_ridge,58,3.676248510791762,86.14814325194355,0.8860759493670886
precise_current_proxy,60,memory_limited_ridge,59,3.6688782960294843,84.32275531332905,0.8860759493670886
precise_current_proxy,60,memory_limited_ridge,60,3.705956527036163,93.50595524003417,0.8481012658227848
precise_current_proxy,60,memory_limited_ridge,61,3.7077649569324547,93.95385075285137,0.8734177215189873
