bin,rows,mean_confidence,accuracy
1,45,0.3804243690692812,0.3333333333333333
2,397,0.4957271535100639,0.5188916876574307
3,132,0.6541459457430443,0.6590909090909091
4,2,0.8236328775368733,0.5
