,bin,rows,mean_confidence,accuracy
0,1,7,0.39221991459049893,0.5714285714285714
1,2,472,0.4874764379707851,0.5254237288135593
2,3,80,0.6712792990809525,0.5374999999999999
3,4,17,0.8206344062225605,0.7647058823529412
