run,horizon_minutes,session_id,loss,baseline_loss,loss_difference
liquidity_shock-1729,60,2025-02-19,0.9810543595978304,0.9735386282936658,0.007515731304164665
liquidity_shock-1729,60,2025-02-20,0.9137557327732271,1.1229564226821862,-0.2092006899089593
liquidity_shock-1729,60,2025-02-21,0.9388013633094646,1.0958670889820157,-0.15706572567255106
liquidity_shock-1729,60,2025-02-24,1.294917670765735,1.1317419351213998,0.16317573564433513
liquidity_shock-1729,60,2025-02-25,0.9851444656824605,0.9498049281234111,0.03533953755904935
liquidity_shock-1729,60,2025-02-26,1.027676043241471,1.0181989868722634,0.009477056369207683
liquidity_shock-1729,60,2025-02-27,0.9238219973579511,1.1258235252904156,-0.20200152793246462
liquidity_shock-1729,60,2025-02-28,0.8824589840590776,1.0822002894015088,-0.19974130534243129
liquidity_shock-1729,120,2025-02-19,0.8896461354712983,0.84798226360408,0.04166387186721827
liquidity_shock-1729,120,2025-02-20,0.769927879572975,0.7762654402492318,-0.0063375606762567675
liquidity_shock-1729,120,2025-02-21,1.0080282040031046,1.0931231964854828,-0.08509499248237823
liquidity_shock-1729,120,2025-02-24,1.4202593182625227,1.3558377889279447,0.06442152933457804
liquidity_shock-1729,120,2025-02-25,1.1849227959869926,0.9531865522167585,0.23173624377023402
liquidity_shock-1729,120,2025-02-26,1.2424055035062334,1.0513081885912943,0.19109731491493895
liquidity_shock-1729,120,2025-02-27,1.0496063225080166,1.2823724643526104,-0.2327661418445938
liquidity_shock-1729,120,2025-02-28,1.0805957608500776,1.1208615472595846,-0.04026578640950707
liquidity_shock-1729,240,2025-02-19,0.6809383006355796,0.6067146747876377,0.0742236258479419
liquidity_shock-1729,240,2025-02-20,0.720147075370826,0.6067146747876377,0.11343240058318821
liquidity_shock-1729,240,2025-02-21,1.6230643775706026,1.7296402576205128,-0.10657588004991021
liquidity_shock-1729,240,2025-02-24,1.993287212701001,2.0381057577558876,-0.044818545054886416
liquidity_shock-1729,240,2025-02-25,1.2368982387056595,1.329177007196446,-0.0922787684907864
liquidity_shock-1729,240,2025-02-26,1.3195017341669875,1.3778784251260745,-0.05837669095908696
liquidity_shock-1729,240,2025-02-27,1.1496335982124641,1.3210763348149164,-0.17144273660245218
liquidity_shock-1729,240,2025-02-28,1.3955992385275093,1.4834236692127694,-0.08782443068525983
