bin,rows,mean_confidence,accuracy
1,7,0.38976660455426887,0.2857142857142857
2,390,0.5035670602890533,0.4974358974358974
3,127,0.6730392205691903,0.6850393700787402
4,52,0.8308248383305918,0.5961538461538461
