,bin,rows,mean_confidence,accuracy
0,1,36,0.383576379719922,0.2777777777777778
1,2,168,0.48359385576267677,0.3988095238095237
2,3,83,0.6848331722722527,0.44578313253012036
3,4,1,0.8206595533889665,1.0
