,bin,rows,mean_confidence,accuracy
0,1,11,0.37791044286214964,0.2727272727272727
1,2,159,0.5226912123503867,0.3710691823899371
2,3,106,0.6691165921731741,0.3679245283018867
3,4,12,0.8183116260605218,0.6666666666666667
