decision_time,session_id,segment_id,valid,state_id,state_age_minutes,flow_available,flow_pressure,absorption,response_z5,vwap_available,recovery_active,recovery_failed_now,recovery_failures,reference_available,reference_residual_z,minutes_remaining,minutes_from_segment_open,state_0,state_1,state_2,state_3,state_4
2025-01-06 13:00:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,False,,,,False,0,0,0,False,,480.0,0.0,,,,,
2025-01-06 13:05:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,0.15441176470588236,,,False,0,0,0,False,,475.0,5.0,,,,,
2025-01-06 13:10:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,-0.2579710144927536,,,False,0,0,0,False,,470.0,10.0,,,,,
2025-01-06 13:15:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,0.005780346820809248,,,False,0,0,0,False,,465.0,15.0,,,,,
2025-01-06 13:20:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,0.016286644951140065,,,False,0,0,0,False,,460.0,20.0,,,,,
2025-01-06 13:25:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,0.17341040462427745,,,False,0,0,0,False,,455.0,25.0,,,,,
2025-01-06 13:30:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,0.011299435028248588,,,False,0,0,0,False,,450.0,30.0,,,,,
2025-01-06 13:35:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,0.23225806451612904,,,False,0,0,0,False,,445.0,35.0,,,,,
2025-01-06 13:40:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,0.18769230769230769,,,False,0,0,0,False,,440.0,40.0,,,,,
2025-01-06 13:45:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,-0.12374581939799331,,,False,0,0,0,False,,435.0,45.0,,,,,
2025-01-06 13:50:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,0.19287833827893175,,,False,0,0,0,False,,430.0,50.0,,,,,
2025-01-06 13:55:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,0.25316455696202533,,,False,0,0,0,False,,425.0,55.0,,,,,
2025-01-06 14:00:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,0.11372549019607843,,,False,0,0,0,False,,420.0,60.0,,,,,
2025-01-06 14:05:00+00:00,2025-01-06,2025-01-06:1,True,0,5,True,0.25609756097560976,0.13323762609182704,0.6534242730575941,True,0,0,0,False,,415.0,65.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 14:10:00+00:00,2025-01-06,2025-01-06:1,True,1,5,True,0.08620689655172414,0.020401653861050376,1.4411342116856571,True,0,0,0,False,,410.0,70.0,0.0,1.0,0.0,0.0,0.0
2025-01-06 14:15:00+00:00,2025-01-06,2025-01-06:1,True,2,5,True,0.2168284789644013,0.2168284789644013,-0.7852541161927623,True,0,0,0,False,,405.0,75.0,0.0,0.0,1.0,0.0,0.0
2025-01-06 14:20:00+00:00,2025-01-06,2025-01-06:1,True,1,5,True,-0.0031545741324921135,0.0031545741324921135,1.175070150503899,True,0,0,0,False,,400.0,80.0,0.0,1.0,0.0,0.0,0.0
2025-01-06 14:25:00+00:00,2025-01-06,2025-01-06:1,True,1,10,True,-0.2214765100671141,0.2214765100671141,0.3906754716783166,True,0,0,0,False,,395.0,85.0,0.0,1.0,0.0,0.0,0.0
2025-01-06 14:30:00+00:00,2025-01-06,2025-01-06:1,True,2,5,True,0.2972972972972973,0.2972972972972973,-0.8347756547128865,True,0,0,0,False,,390.0,90.0,0.0,0.0,1.0,0.0,0.0
2025-01-06 14:35:00+00:00,2025-01-06,2025-01-06:1,True,1,5,True,0.33540372670807456,0.14414802766938004,0.8444942190589683,True,0,0,0,False,,385.0,95.0,0.0,1.0,0.0,0.0,0.0
2025-01-06 14:40:00+00:00,2025-01-06,2025-01-06:1,True,0,5,True,-0.13513513513513514,0.013470336721242373,-2.305785290797121,True,0,0,0,False,,380.0,100.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 14:45:00+00:00,2025-01-06,2025-01-06:1,True,0,10,True,-0.04375,0.04375,0.0,True,0,0,0,False,,375.0,105.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 14:50:00+00:00,2025-01-06,2025-01-06:1,True,3,5,True,0.05501618122977346,0.05501618122977346,-1.043751404481812,True,0,0,0,False,,370.0,110.0,0.0,0.0,0.0,1.0,0.0
2025-01-06 14:55:00+00:00,2025-01-06,2025-01-06:1,True,4,5,True,-0.12972972972972974,0.12972972972972974,0.6996122574329685,True,1,0,0,False,,365.0,115.0,0.0,0.0,0.0,0.0,1.0
2025-01-06 15:00:00+00:00,2025-01-06,2025-01-06:1,True,3,5,True,0.12786885245901639,0.12786885245901639,-1.3706228384116046,True,0,1,1,False,,360.0,120.0,0.0,0.0,0.0,1.0,0.0
2025-01-06 15:05:00+00:00,2025-01-06,2025-01-06:1,True,4,5,True,0.27380952380952384,0.07406217753209883,1.3075277187449794,True,1,0,1,True,1.4618604307895,355.0,125.0,0.0,0.0,0.0,0.0,1.0
2025-01-06 15:10:00+00:00,2025-01-06,2025-01-06:1,True,0,5,True,-0.1761006289308176,0.08997905376167631,-0.6714786796754401,True,1,0,1,True,-0.3437329319187531,350.0,130.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 15:15:00+00:00,2025-01-06,2025-01-06:1,True,0,10,True,0.1989100817438692,0.1989100817438692,-0.6907162577986616,True,0,1,2,True,0.0,345.0,135.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 15:20:00+00:00,2025-01-06,2025-01-06:1,True,0,15,True,-0.08609271523178808,0.08609271523178808,0.8785675045044902,True,0,0,2,True,2.3574439954728246,340.0,140.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 15:25:00+00:00,2025-01-06,2025-01-06:1,True,0,20,True,-0.21518987341772153,0.21518987341772153,1.191929946866922,True,0,0,2,True,0.3807480550871408,335.0,145.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 15:30:00+00:00,2025-01-06,2025-01-06:1,True,0,25,True,-0.297029702970297,0.014236542602475286,-3.038020062068619,True,0,0,2,True,-10.690276895682107,330.0,150.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 15:35:00+00:00,2025-01-06,2025-01-06:1,True,0,30,True,-0.07886435331230283,0.07886435331230283,0.0,True,0,0,2,True,0.0,325.0,155.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 15:40:00+00:00,2025-01-06,2025-01-06:1,True,0,35,True,0.11392405063291139,0.04043872844371467,1.0357440532271687,True,0,0,2,True,-0.5344601793016797,320.0,160.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 15:45:00+00:00,2025-01-06,2025-01-06:1,True,0,40,True,-0.030120481927710843,0.01059085748047045,-1.04521427595281,True,0,0,2,True,-2.502191238696625,315.0,165.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 15:50:00+00:00,2025-01-06,2025-01-06:1,True,0,45,True,0.06620209059233449,0.06620209059233449,-0.43223754683956667,True,0,0,2,True,-0.32217084572049276,310.0,170.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 15:55:00+00:00,2025-01-06,2025-01-06:1,True,3,5,True,0.039711191335740074,0.039711191335740074,-0.5711569857540199,True,0,0,2,True,0.28923639505887255,305.0,175.0,0.0,0.0,0.0,1.0,0.0
2025-01-06 16:00:00+00:00,2025-01-06,2025-01-06:1,True,0,5,True,-0.1,0.1,0.3559304270258835,True,0,0,2,True,-0.03520510000008504,300.0,180.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 16:05:00+00:00,2025-01-06,2025-01-06:1,True,0,10,True,-0.0176678445229682,0.014237067678206681,-0.21589733046815784,True,0,0,2,True,0.0,295.0,185.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 16:10:00+00:00,2025-01-06,2025-01-06:1,True,0,15,True,-0.11977715877437325,0.11977715877437325,0.2885265965750757,True,0,0,2,True,0.0,290.0,190.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 16:15:00+00:00,2025-01-06,2025-01-06:1,True,0,20,True,-0.20647773279352227,0.20647773279352227,0.0,True,0,0,2,True,0.0,285.0,195.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 16:20:00+00:00,2025-01-06,2025-01-06:1,True,0,25,True,0.01282051282051282,0.009608641711823344,0.28838358042134205,True,0,0,2,True,-0.05811039871172876,280.0,200.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 16:25:00+00:00,2025-01-06,2025-01-06:1,True,0,30,True,0.003076923076923077,0.003076923076923077,0.0,True,0,0,2,True,0.05890248349581001,275.0,205.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 16:30:00+00:00,2025-01-06,2025-01-06:1,True,0,35,True,-0.05573770491803279,0.04797072169508742,-0.15006598631286996,True,0,0,2,True,-0.33555774650613024,270.0,210.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 16:35:00+00:00,2025-01-06,2025-01-06:1,True,0,40,True,-0.21035598705501618,0.12128865126427603,-0.5506280196462371,True,0,0,2,True,0.0,265.0,215.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 16:40:00+00:00,2025-01-06,2025-01-06:1,True,0,45,True,-0.011235955056179775,0.011235955056179775,0.3844312218326749,True,0,0,2,True,-1.719228689380696,260.0,220.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 16:45:00+00:00,2025-01-06,2025-01-06:1,True,0,50,True,-0.044854881266490766,0.03948097282540509,-0.12761356272652216,True,0,0,2,True,0.0,255.0,225.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 16:50:00+00:00,2025-01-06,2025-01-06:1,True,0,55,True,0.18421052631578946,0.08090201630490516,0.822840521134394,True,0,0,2,True,-0.6142019627264821,250.0,230.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 16:55:00+00:00,2025-01-06,2025-01-06:1,True,0,60,True,-0.09540636042402827,0.03165252044712153,-1.1033274669435968,True,0,0,2,True,-0.9868460870130968,245.0,235.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 17:00:00+00:00,2025-01-06,2025-01-06:1,True,3,5,True,-0.02564102564102564,0.010044912760209938,-0.9371273195202765,True,0,0,2,True,-1.047740195009752,240.0,240.0,0.0,0.0,0.0,1.0,0.0
2025-01-06 17:05:00+00:00,2025-01-06,2025-01-06:1,True,0,5,True,-0.10429447852760736,0.10429447852760736,0.0,True,0,0,2,True,1.05079953517743,235.0,245.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 17:10:00+00:00,2025-01-06,2025-01-06:1,True,0,10,True,0.32748538011695905,0.12911200695489827,0.9307631146139349,True,0,0,2,True,0.0,230.0,250.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 17:15:00+00:00,2025-01-06,2025-01-06:1,True,0,15,True,-0.1746987951807229,0.1746987951807229,1.8130884179062263,True,0,0,2,True,1.0135472379154076,225.0,255.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 17:20:00+00:00,2025-01-06,2025-01-06:1,True,0,20,True,-0.17994100294985252,0.17994100294985252,0.0,True,0,0,2,True,0.0,220.0,260.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 17:25:00+00:00,2025-01-06,2025-01-06:1,True,2,5,True,-0.06569343065693431,0.06569343065693431,0.0,True,0,0,2,True,1.0406247976158338,215.0,265.0,0.0,0.0,1.0,0.0,0.0
2025-01-06 17:30:00+00:00,2025-01-06,2025-01-06:1,True,2,10,True,-0.03875968992248062,0.03875968992248062,0.0,True,0,0,2,True,0.36245795094407407,210.0,270.0,0.0,0.0,1.0,0.0,0.0
2025-01-06 17:35:00+00:00,2025-01-06,2025-01-06:1,True,1,5,True,0.008,0.003200725589321684,0.916064010914268,True,0,0,2,True,-0.08302433718762849,205.0,275.0,0.0,1.0,0.0,0.0,0.0
2025-01-06 17:40:00+00:00,2025-01-06,2025-01-06:1,True,0,5,True,0.2752808988764045,0.2752808988764045,-1.443271863210038,True,0,0,2,True,-1.1789811531382874,200.0,280.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 17:45:00+00:00,2025-01-06,2025-01-06:1,True,0,10,True,0.23219814241486067,0.18236441774463522,0.24158408884019028,True,0,0,2,True,-0.5401984449320845,195.0,285.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 17:50:00+00:00,2025-01-06,2025-01-06:1,True,0,15,True,-0.03643724696356275,0.03643724696356275,0.24483488290847605,True,0,0,2,True,0.2522413725727623,190.0,290.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 17:55:00+00:00,2025-01-06,2025-01-06:1,True,0,20,True,0.33884297520661155,0.33884297520661155,-0.5073075592300416,True,0,0,2,True,-1.1343741879378737,185.0,295.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 18:00:00+00:00,2025-01-06,2025-01-06:1,True,0,25,True,0.1761006289308176,0.019089209232201716,2.221932373200332,True,0,0,2,True,2.0149046718312897,180.0,300.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 18:05:00+00:00,2025-01-06,2025-01-06:1,True,1,5,True,-0.0030211480362537764,0.0030211480362537764,1.5001297297293938,True,0,0,2,True,0.0,175.0,305.0,0.0,1.0,0.0,0.0,0.0
2025-01-06 18:10:00+00:00,2025-01-06,2025-01-06:1,True,2,5,True,-0.1858974358974359,0.1858974358974359,0.0,True,0,0,2,True,0.748200875829344,170.0,310.0,0.0,0.0,1.0,0.0,0.0
2025-01-06 18:15:00+00:00,2025-01-06,2025-01-06:1,True,2,10,True,-0.1625,0.1625,0.0,True,0,0,2,True,-0.93735261934017,165.0,315.0,0.0,0.0,1.0,0.0,0.0
2025-01-06 18:20:00+00:00,2025-01-06,2025-01-06:1,True,1,5,True,-0.18885448916408668,0.18885448916408668,1.2575905054405605,True,0,0,2,True,0.9373526193402494,160.0,320.0,0.0,1.0,0.0,0.0,0.0
2025-01-06 18:25:00+00:00,2025-01-06,2025-01-06:1,True,2,5,True,-0.014084507042253521,0.014084507042253521,0.0,True,0,0,2,True,-0.21640792279322604,155.0,325.0,0.0,0.0,1.0,0.0,0.0
2025-01-06 18:30:00+00:00,2025-01-06,2025-01-06:1,True,1,5,True,0.07936507936507936,0.034174226606644056,0.8425867130542576,True,0,0,2,True,-0.7033162538864698,150.0,330.0,0.0,1.0,0.0,0.0,0.0
2025-01-06 18:35:00+00:00,2025-01-06,2025-01-06:1,True,1,10,True,0.43283582089552236,0.1871017357224358,0.838705979363423,True,0,0,2,True,0.9377017914960748,145.0,335.0,0.0,1.0,0.0,0.0,0.0
2025-01-06 18:40:00+00:00,2025-01-06,2025-01-06:1,True,2,5,True,0.07216494845360824,0.07216494845360824,-0.8077961142583119,True,0,0,2,True,1.5321799384573702,140.0,340.0,0.0,0.0,1.0,0.0,0.0
2025-01-06 18:45:00+00:00,2025-01-06,2025-01-06:1,True,0,5,True,-0.25,0.10754636633821109,-0.843538848509952,True,0,0,2,True,-0.6245264487835953,135.0,345.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 18:50:00+00:00,2025-01-06,2025-01-06:1,True,0,10,True,-0.2772585669781931,0.11321145310731251,-0.8956931890734593,True,0,0,2,True,-1.0014154288773367,130.0,350.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 18:55:00+00:00,2025-01-06,2025-01-06:1,True,0,15,True,-0.045871559633027525,0.045871559633027525,1.3212696260255052,True,0,0,2,True,0.9848162334653188,125.0,355.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 19:00:00+00:00,2025-01-06,2025-01-06:1,True,0,20,True,0.032679738562091505,0.005436203215260288,1.7936743911995918,True,0,0,2,True,0.424256015696791,120.0,360.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 19:05:00+00:00,2025-01-06,2025-01-06:1,True,3,5,True,-0.3930635838150289,0.0248913312048809,-2.759451791188421,True,0,0,2,True,-0.8814745408201266,115.0,365.0,0.0,0.0,0.0,1.0,0.0
2025-01-06 19:10:00+00:00,2025-01-06,2025-01-06:1,True,0,5,True,0.08333333333333333,0.08333333333333333,0.0,True,0,0,2,True,0.8587782018652425,110.0,370.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 19:15:00+00:00,2025-01-06,2025-01-06:1,True,3,5,True,0.22784810126582278,0.22784810126582278,-1.1595634806730422,True,0,0,2,True,-1.7285751780082759,105.0,375.0,0.0,0.0,0.0,1.0,0.0
