decision_time,session_id,segment_id,valid,state_id,state_age_minutes,flow_available,flow_pressure,absorption,response_z5,vwap_available,recovery_active,recovery_failed_now,recovery_failures,reference_available,reference_residual_z,minutes_remaining,minutes_from_segment_open,state_0,state_1,state_2,state_3,state_4
2025-01-06 13:00:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,False,,,,False,0,0,0,False,,480.0,0.0,,,,,
2025-01-06 13:05:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,0.17041800643086816,,,False,0,0,0,False,,475.0,5.0,,,,,
2025-01-06 13:10:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,0.02702702702702703,,,False,0,0,0,False,,470.0,10.0,,,,,
2025-01-06 13:15:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,-0.01483679525222552,,,False,0,0,0,False,,465.0,15.0,,,,,
2025-01-06 13:20:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,-0.21686746987951808,,,False,0,0,0,False,,460.0,20.0,,,,,
2025-01-06 13:25:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,0.17964071856287425,,,False,0,0,0,False,,455.0,25.0,,,,,
2025-01-06 13:30:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,0.2759493670886076,,,False,0,0,0,False,,450.0,30.0,,,,,
2025-01-06 13:35:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,0.1870967741935484,,,False,0,0,0,False,,445.0,35.0,,,,,
2025-01-06 13:40:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,0.31351351351351353,,,False,0,0,0,False,,440.0,40.0,,,,,
2025-01-06 13:45:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,-0.13793103448275862,,,False,0,0,0,False,,435.0,45.0,,,,,
2025-01-06 13:50:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,0.12751677852348994,,,False,0,0,0,False,,430.0,50.0,,,,,
2025-01-06 13:55:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,0.022082018927444796,,,False,0,0,0,False,,425.0,55.0,,,,,
2025-01-06 14:00:00+00:00,2025-01-06,2025-01-06:1,False,-1,0,True,0.1246376811594203,,,False,0,0,0,False,,420.0,60.0,,,,,
2025-01-06 14:05:00+00:00,2025-01-06,2025-01-06:1,True,0,5,True,-0.24444444444444444,0.0743584888053315,-1.1900902220459235,True,0,0,0,False,,415.0,65.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 14:10:00+00:00,2025-01-06,2025-01-06:1,True,3,5,True,0.07246376811594203,0.07246376811594203,-2.0290974758862657,True,0,0,0,False,,410.0,70.0,0.0,0.0,0.0,1.0,0.0
2025-01-06 14:15:00+00:00,2025-01-06,2025-01-06:1,True,3,10,True,-0.15028901734104047,0.10071439712586207,-0.4002714625352634,True,0,0,0,False,,405.0,75.0,0.0,0.0,0.0,1.0,0.0
2025-01-06 14:20:00+00:00,2025-01-06,2025-01-06:1,True,4,5,True,0.04697986577181208,0.038357302867985464,0.2027741856022511,True,1,0,0,False,,400.0,80.0,0.0,0.0,0.0,0.0,1.0
2025-01-06 14:25:00+00:00,2025-01-06,2025-01-06:1,True,3,5,True,-0.09881422924901186,0.0664673000536718,-0.396531516915337,True,1,0,0,False,,395.0,85.0,0.0,0.0,0.0,1.0,0.0
2025-01-06 14:30:00+00:00,2025-01-06,2025-01-06:1,True,4,5,True,-0.04819277108433735,0.04819277108433735,0.7047003024907693,True,1,0,0,False,,390.0,90.0,0.0,0.0,0.0,0.0,1.0
2025-01-06 14:35:00+00:00,2025-01-06,2025-01-06:1,True,0,5,True,0.050359712230215826,0.050359712230215826,0.0,True,1,0,0,False,,385.0,95.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 14:40:00+00:00,2025-01-06,2025-01-06:1,True,0,10,True,0.1926605504587156,0.1926605504587156,-1.0506220433281035,True,0,1,1,False,,380.0,100.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 14:45:00+00:00,2025-01-06,2025-01-06:1,True,0,15,True,-0.28440366972477066,0.28440366972477066,0.17395856741351481,True,0,0,1,False,,375.0,105.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 14:50:00+00:00,2025-01-06,2025-01-06:1,True,3,5,True,-0.04871060171919771,0.006439301242455246,-2.023476669330851,True,0,0,1,False,,370.0,110.0,0.0,0.0,0.0,1.0,0.0
2025-01-06 14:55:00+00:00,2025-01-06,2025-01-06:1,True,0,5,True,-0.11504424778761062,0.11504424778761062,1.1233611491240967,True,0,0,1,False,,365.0,115.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 15:00:00+00:00,2025-01-06,2025-01-06:1,True,0,10,True,-0.10967741935483871,0.10967741935483871,0.48132670055862026,True,0,0,1,False,,360.0,120.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 15:05:00+00:00,2025-01-06,2025-01-06:1,True,3,5,True,0.2138364779874214,0.2138364779874214,-0.9433685038617395,True,0,0,1,True,0.32105266394244947,355.0,125.0,0.0,0.0,0.0,1.0,0.0
2025-01-06 15:10:00+00:00,2025-01-06,2025-01-06:1,True,0,5,True,-0.026217228464419477,0.026217228464419477,0.9538164645711488,True,0,0,1,True,0.4954852081818541,350.0,130.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 15:15:00+00:00,2025-01-06,2025-01-06:1,True,0,10,True,-0.08666666666666667,0.03388217126431279,-0.9391803877128867,True,0,0,1,True,0.0,345.0,135.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 15:20:00+00:00,2025-01-06,2025-01-06:1,True,0,15,True,-0.021897810218978103,0.021897810218978103,0.31175203909878557,True,0,0,1,True,-0.18735628176404204,340.0,140.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 15:25:00+00:00,2025-01-06,2025-01-06:1,True,0,20,True,0.359375,0.359375,-0.3143519134825184,True,0,0,1,True,0.0,335.0,145.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 15:30:00+00:00,2025-01-06,2025-01-06:1,True,3,5,True,0.06565656565656566,0.06565656565656566,-1.0461014679801024,True,0,0,1,True,-2.3391539937658283,330.0,150.0,0.0,0.0,0.0,1.0,0.0
2025-01-06 15:35:00+00:00,2025-01-06,2025-01-06:1,True,0,5,True,0.25161290322580643,0.25161290322580643,0.0,True,0,0,1,True,-0.3149591426245341,325.0,155.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 15:40:00+00:00,2025-01-06,2025-01-06:1,True,0,10,True,-0.08761329305135952,0.08761329305135952,1.193764608367262,True,0,0,1,True,0.0,320.0,160.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 15:45:00+00:00,2025-01-06,2025-01-06:1,True,0,15,True,-0.0627062706270627,0.04423521417540608,-0.3489402799521333,True,0,0,1,True,0.7802541860629947,315.0,165.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 15:50:00+00:00,2025-01-06,2025-01-06:1,True,0,20,True,0.16804407713498623,0.1397053702025074,0.184690602403686,True,0,0,1,True,0.0,310.0,170.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 15:55:00+00:00,2025-01-06,2025-01-06:1,True,0,25,True,-0.06542056074766354,0.06542056074766354,0.0,True,0,0,1,True,0.8745200450574176,305.0,175.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 16:00:00+00:00,2025-01-06,2025-01-06:1,True,1,5,True,0.2012779552715655,0.08956183083140493,0.8097575807995705,True,0,0,1,True,0.2470283927083722,300.0,180.0,0.0,1.0,0.0,0.0,0.0
2025-01-06 16:05:00+00:00,2025-01-06,2025-01-06:1,True,0,5,True,-0.06109324758842444,0.017335857464729706,-1.2596243036928452,True,0,0,1,True,-0.6663926435032231,295.0,185.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 16:10:00+00:00,2025-01-06,2025-01-06:1,True,0,10,True,-0.11363636363636363,0.0492693424894882,-0.8357015260790863,True,0,0,1,True,-0.9343427106052474,290.0,190.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 16:15:00+00:00,2025-01-06,2025-01-06:1,True,0,15,True,-0.24725274725274726,0.16237485817028366,-0.4205034801554338,True,0,0,1,True,1.3429399643324325,285.0,195.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 16:20:00+00:00,2025-01-06,2025-01-06:1,True,0,20,True,-0.2119700748129676,0.2119700748129676,0.437733119797241,True,0,0,1,True,0.0,280.0,200.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 16:25:00+00:00,2025-01-06,2025-01-06:1,True,3,5,True,0.25735294117647056,0.25735294117647056,-0.6354745254450325,True,0,0,1,True,0.9473094912412134,275.0,205.0,0.0,0.0,0.0,1.0,0.0
2025-01-06 16:30:00+00:00,2025-01-06,2025-01-06:1,True,3,10,True,0.029239766081871343,0.029239766081871343,-3.008953122109498,True,0,0,1,True,-1.682055930537961,270.0,210.0,0.0,0.0,0.0,1.0,0.0
2025-01-06 16:35:00+00:00,2025-01-06,2025-01-06:1,True,4,5,True,-0.20334261838440112,0.20334261838440112,0.7249409065739782,True,1,0,1,True,0.8105085733860217,265.0,215.0,0.0,0.0,0.0,0.0,1.0
2025-01-06 16:40:00+00:00,2025-01-06,2025-01-06:1,True,4,10,True,0.1761006289308176,0.1761006289308176,-0.19019982822367426,True,1,0,1,True,0.0,260.0,220.0,0.0,0.0,0.0,0.0,1.0
2025-01-06 16:45:00+00:00,2025-01-06,2025-01-06:1,True,3,5,True,-0.26353790613718414,0.1817800596921868,-0.37139972087663303,True,1,0,1,True,0.830475022702239,255.0,225.0,0.0,0.0,0.0,1.0,0.0
2025-01-06 16:50:00+00:00,2025-01-06,2025-01-06:1,True,3,10,True,-0.029940119760479042,0.009902232869910812,-1.1064391048745712,True,0,1,2,True,0.6433667119164205,250.0,230.0,0.0,0.0,0.0,1.0,0.0
2025-01-06 16:55:00+00:00,2025-01-06,2025-01-06:1,True,3,15,True,-0.03550295857988166,0.024525166083735703,-0.36991625584085613,True,0,0,2,True,-0.26083740277624434,245.0,235.0,0.0,0.0,0.0,1.0,0.0
2025-01-06 17:00:00+00:00,2025-01-06,2025-01-06:1,True,3,20,True,-0.10091743119266056,0.04820873650563144,-0.7387624096160103,True,0,0,2,True,0.0,240.0,240.0,0.0,0.0,0.0,1.0,0.0
2025-01-06 17:05:00+00:00,2025-01-06,2025-01-06:1,True,4,5,True,0.027210884353741496,0.027210884353741496,0.0,True,0,0,2,True,0.0,235.0,245.0,0.0,0.0,0.0,0.0,1.0
2025-01-06 17:10:00+00:00,2025-01-06,2025-01-06:1,True,3,5,True,-0.2483221476510067,0.07962960344276139,-1.1373409594219224,True,0,0,2,True,-0.28901570695385903,230.0,250.0,0.0,0.0,0.0,1.0,0.0
2025-01-06 17:15:00+00:00,2025-01-06,2025-01-06:1,True,4,5,True,-0.02997275204359673,0.02997275204359673,0.0,True,0,0,2,True,0.0,225.0,255.0,0.0,0.0,0.0,0.0,1.0
2025-01-06 17:20:00+00:00,2025-01-06,2025-01-06:1,True,4,10,True,-0.03289473684210526,0.03289473684210526,0.0,True,0,0,2,True,-0.8604829296421496,220.0,260.0,0.0,0.0,0.0,0.0,1.0
2025-01-06 17:25:00+00:00,2025-01-06,2025-01-06:1,True,4,15,True,0.07636363636363637,0.07636363636363637,0.0,True,0,0,2,True,0.3402750248233997,215.0,265.0,0.0,0.0,0.0,0.0,1.0
2025-01-06 17:30:00+00:00,2025-01-06,2025-01-06:1,True,0,5,True,0.2,0.04201254714049739,1.5603490514385934,True,0,0,2,True,0.0,210.0,270.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 17:35:00+00:00,2025-01-06,2025-01-06:1,True,0,10,True,-0.06993006993006994,0.06993006993006994,0.0,True,0,0,2,True,-1.291313988133732,205.0,275.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 17:40:00+00:00,2025-01-06,2025-01-06:1,True,0,15,True,0.35092348284960423,0.35092348284960423,-1.2917041484903848,True,0,0,2,True,0.0,200.0,280.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 17:45:00+00:00,2025-01-06,2025-01-06:1,True,0,20,True,-0.21035598705501618,0.21035598705501618,0.8605729336071757,True,0,0,2,True,-0.2762014331201983,195.0,285.0,1.0,0.0,0.0,0.0,0.0
2025-01-06 17:50:00+00:00,2025-01-06,2025-01-06:1,True,1,5,True,0.1889763779527559,0.055141272984702006,1.2317235311313375,True,0,0,2,True,0.615771573544164,190.0,290.0,0.0,1.0,0.0,0.0,0.0
2025-01-06 17:55:00+00:00,2025-01-06,2025-01-06:1,True,1,10,True,-0.059602649006622516,0.059602649006622516,1.5881996378018064,True,0,0,2,True,0.3201453011143354,185.0,295.0,0.0,1.0,0.0,0.0,0.0
2025-01-06 18:00:00+00:00,2025-01-06,2025-01-06:1,True,2,5,True,-0.15789473684210525,0.15789473684210525,0.20000564995666945,True,0,0,2,True,-1.2093495271670027,180.0,300.0,0.0,0.0,1.0,0.0,0.0
2025-01-06 18:05:00+00:00,2025-01-06,2025-01-06:1,True,0,5,True,-0.07792207792207792,0.02698063459371356,-1.0605899549597533,True,0,0,2,True,0.0,175.0,305.0,1.0,0.0,0.0,0.0,0.0
