bin,rows,mean_confidence,accuracy
1,6,0.39437759586864807,0.5
2,479,0.48844423018098176,0.5240083507306889
3,83,0.6777418666078697,0.5542168674698794
4,8,0.8075999697703653,0.8750000000000001
