run,horizon_minutes,session_id,loss,baseline_loss,loss_difference
cgb_only-1729,60,2025-02-19,0.8584535350288199,0.9015446705540544,-0.043091135525234414
cgb_only-1729,60,2025-02-20,1.0596914115874907,1.1152080329326637,-0.05551662134517294
cgb_only-1729,60,2025-02-21,0.9822306301364292,1.0272287647723202,-0.04499813463589092
cgb_only-1729,60,2025-02-24,1.140850611097271,1.030584398302236,0.11026621279503472
cgb_only-1729,60,2025-02-25,0.8797186760221875,0.9216784717335498,-0.041959795711362366
cgb_only-1729,60,2025-02-26,0.863899622941611,0.9170414500530997,-0.05314182711148864
cgb_only-1729,60,2025-02-27,0.9652864332533017,1.0695706125106927,-0.10428417925739124
cgb_only-1729,60,2025-02-28,1.0153439261426134,1.0045321872917565,0.010811738850856754
cgb_only-1729,120,2025-02-19,0.7485378791708686,0.7780139414697178,-0.029476062298849227
cgb_only-1729,120,2025-02-20,0.8434037221751937,0.8308235675090929,0.012580154666100737
cgb_only-1729,120,2025-02-21,0.9602120959069391,0.9950015601109471,-0.03478946420400805
cgb_only-1729,120,2025-02-24,1.2244280204438371,1.0931231964854828,0.13130482395835422
cgb_only-1729,120,2025-02-25,0.9622123377873301,0.859895456037609,0.10231688174972113
cgb_only-1729,120,2025-02-26,0.8103533146331455,0.8352391442384074,-0.024885829605261815
cgb_only-1729,120,2025-02-27,0.9413600582961676,1.1032878876985257,-0.16192782940235823
cgb_only-1729,120,2025-02-28,1.0140534298088077,0.9994171368402616,0.014636292968546277
cgb_only-1729,240,2025-02-19,0.6293632024996797,0.6067146747876377,0.022648527712041948
cgb_only-1729,240,2025-02-20,0.6060907606284368,0.6067146747876377,-0.0006239141592009581
cgb_only-1729,240,2025-02-21,1.4627756705288317,1.4725995861230032,-0.009823915594171555
cgb_only-1729,240,2025-02-24,1.4140575274297205,1.3995265913056063,0.014530936124114149
cgb_only-1729,240,2025-02-25,1.1288443026015014,1.1722347583691581,-0.04339045576765658
cgb_only-1729,240,2025-02-26,1.0280586883778122,1.0694129249906998,-0.04135423661288761
cgb_only-1729,240,2025-02-27,1.1057362184334272,1.1884917509267607,-0.08275553249333364
cgb_only-1729,240,2025-02-28,1.3890432233690784,1.4022500020138429,-0.013206778644764426
