decision_time,session_id,log_loss,brier,endpoint_abs_error_ticks
2025-02-19 14:05:00+00:00,2025-02-19,0.8709916239464578,0.5410205135185583,4.810097127790596
2025-02-19 14:10:00+00:00,2025-02-19,0.856357460127458,0.5291407884471874,7.66181509169084
2025-02-19 14:15:00+00:00,2025-02-19,0.8611808137062142,0.5332926963133396,16.172863589842304
2025-02-19 14:20:00+00:00,2025-02-19,0.8772770563654045,0.546235632321965,20.826766553132604
2025-02-19 14:25:00+00:00,2025-02-19,0.871308488206224,0.5408408662871418,27.925860751169488
2025-02-19 14:30:00+00:00,2025-02-19,0.830615466865134,0.504947831643548,29.15437101893908
2025-02-19 14:35:00+00:00,2025-02-19,0.8405605391043568,0.5128861629602669,34.880472292346894
2025-02-19 14:40:00+00:00,2025-02-19,0.876067562965327,0.5470750750524835,37.42382827417735
2025-02-19 14:45:00+00:00,2025-02-19,0.7941027718254781,0.4762303094773763,35.130402736052396
2025-02-19 14:50:00+00:00,2025-02-19,0.7537587735627629,0.4422404039559117,32.44759137858641
2025-02-19 14:55:00+00:00,2025-02-19,0.7670485936328039,0.4529242483512633,30.17892238261602
2025-02-19 15:00:00+00:00,2025-02-19,0.8171430032550876,0.4942231148198748,36.11700741638619
2025-02-19 15:05:00+00:00,2025-02-19,0.8712903870203482,0.5414407069265625,41.366500766861
2025-02-19 15:10:00+00:00,2025-02-19,0.8477292467378045,0.5213602781494341,44.17677679365986
2025-02-19 15:15:00+00:00,2025-02-19,0.8737424697080703,0.546446211422837,52.48041359596106
2025-02-19 15:20:00+00:00,2025-02-19,0.8537463031973997,0.5265274564217792,50.31812199507537
2025-02-19 15:25:00+00:00,2025-02-19,0.7713019769021767,0.4576607380793378,48.84305550844187
2025-02-19 15:30:00+00:00,2025-02-19,0.7457378674021229,0.4341109981879813,64.89217383766658
2025-02-19 15:35:00+00:00,2025-02-19,0.7089538851512649,0.40170829654300677,60.15901172786894
2025-02-19 15:40:00+00:00,2025-02-19,0.723402938064268,0.4130429274534512,61.854176063216784
2025-02-19 15:45:00+00:00,2025-02-19,0.6914950319223648,0.38554723011953995,55.204064358057835
2025-02-19 15:50:00+00:00,2025-02-19,0.6871812538586679,0.3823098918722983,52.29734019148771
2025-02-19 15:55:00+00:00,2025-02-19,0.6845337613194423,0.38126668922974233,42.85302872637601
2025-02-19 16:00:00+00:00,2025-02-19,0.665783308146046,0.3661472542506358,34.9421064876246
2025-02-19 16:05:00+00:00,2025-02-19,0.6706663618902788,0.3699059064874853,32.442785903331895
2025-02-19 16:10:00+00:00,2025-02-19,0.6667587472758068,0.3668601506439832,28.157615238496966
2025-02-19 16:15:00+00:00,2025-02-19,0.6421068106098965,0.34622349379019923,19.312740131449885
2025-02-19 16:20:00+00:00,2025-02-19,0.6610012541823169,0.36110494530962933,20.2227020043896
2025-02-19 16:25:00+00:00,2025-02-19,0.6382220382681806,0.34248174872086756,9.132085949106859
2025-02-19 16:30:00+00:00,2025-02-19,0.6398810770800324,0.3489513403017877,2.6844404745867987
2025-02-19 16:35:00+00:00,2025-02-19,0.563602694223658,0.2892125043496189,4.875738710305125
2025-02-19 16:40:00+00:00,2025-02-19,0.610583727240316,0.32604794701758394,7.193263427908084
2025-02-19 16:45:00+00:00,2025-02-19,0.6144993271216285,0.32815862916643984,7.782018575676183
2025-02-19 16:50:00+00:00,2025-02-19,0.6471167749763768,0.3546895848152482,8.97698658014469
2025-02-19 16:55:00+00:00,2025-02-19,0.7312122241648273,0.4233527769297254,19.616624925672884
2025-02-19 17:00:00+00:00,2025-02-19,0.6269162055367348,0.3391269575152145,13.116311445059713
2025-02-19 17:05:00+00:00,2025-02-19,0.704601673991335,0.4025341478711295,13.777620942301258
2025-02-19 17:10:00+00:00,2025-02-19,0.6777180085127897,0.3804454046349965,13.106019422459958
2025-02-19 17:15:00+00:00,2025-02-19,0.5808075491492852,0.3024600267097542,1.7121468302522285
2025-02-19 17:20:00+00:00,2025-02-19,0.7111197996105475,0.4073816700830061,7.76426333423972
2025-02-19 17:25:00+00:00,2025-02-19,0.6306600768764145,0.3421345855373742,5.210701220084546
