,bin,rows,mean_confidence,accuracy
0,1,54,0.3867401813378997,0.4074074074074074
1,2,453,0.45550673857144097,0.47240618101545245
2,3,40,0.7159822089404045,0.8999999999999999
3,4,29,0.817823324549964,0.9655172413793104
