,bin,rows,mean_confidence,accuracy
0,1,12,0.38468449122159687,0.4166666666666667
1,2,357,0.47234908741166404,0.4649859943977592
2,3,106,0.6711083570695451,0.7264150943396227
3,4,5,0.8012477981497512,1.0
