decision_time,session_id,log_loss,brier,endpoint_abs_error_ticks
2025-02-19 14:05:00+00:00,2025-02-19,0.7607268230234945,0.4670709155323346,47.02167936500216
2025-02-19 14:10:00+00:00,2025-02-19,0.7628484445821462,0.46433568799923686,44.99750752438278
2025-02-19 14:15:00+00:00,2025-02-19,0.7653296998436682,0.4666125210637677,45.97239646395484
2025-02-19 14:20:00+00:00,2025-02-19,0.7812140120652254,0.4856678196012883,51.9698351125767
2025-02-19 14:25:00+00:00,2025-02-19,0.7700991992048167,0.4731933574602655,48.36970501984915
2025-02-19 14:30:00+00:00,2025-02-19,0.751907326604302,0.45530364446242144,43.18678631802923
2025-02-19 14:35:00+00:00,2025-02-19,0.7585805539197711,0.4605264141033104,49.234654208188545
2025-02-19 14:40:00+00:00,2025-02-19,0.7491833037633161,0.45512696781414047,51.367165789162826
2025-02-19 14:45:00+00:00,2025-02-19,0.7567452995298172,0.45941771740031373,51.394885971364296
2025-02-19 14:50:00+00:00,2025-02-19,0.7209070950809995,0.42767251688723273,48.08842488943358
2025-02-19 14:55:00+00:00,2025-02-19,0.7473009509743557,0.4484238696078764,54.71170767504414
2025-02-19 15:00:00+00:00,2025-02-19,0.7510177971042299,0.45416278582681124,56.7632005296849
2025-02-19 15:05:00+00:00,2025-02-19,0.7770766622471096,0.48240027749545966,61.02899829574494
2025-02-19 15:10:00+00:00,2025-02-19,0.7717239010300054,0.47594518126235474,63.632239635103524
2025-02-19 15:15:00+00:00,2025-02-19,0.7482871479249183,0.4544817782739429,61.41562977628963
2025-02-19 15:20:00+00:00,2025-02-19,0.7733526797212933,0.480878258018078,63.45349524439813
2025-02-19 15:25:00+00:00,2025-02-19,0.7605389612836588,0.4672933507671844,62.107881433112006
2025-02-19 15:30:00+00:00,2025-02-19,0.7055840177904974,0.4117830240781575,69.31205028232216
2025-02-19 15:35:00+00:00,2025-02-19,0.6932094267284247,0.4042436726594393,62.10367363373315
2025-02-19 15:40:00+00:00,2025-02-19,0.6756149810127333,0.38683598730876917,58.76499795491125
2025-02-19 15:45:00+00:00,2025-02-19,0.688250488801003,0.4001465133378169,55.545426314545026
2025-02-19 15:50:00+00:00,2025-02-19,0.6891003254829964,0.4007906681469258,51.36940459536263
2025-02-19 15:55:00+00:00,2025-02-19,0.6996428187838778,0.4085192374750516,40.739231307902756
2025-02-19 16:00:00+00:00,2025-02-19,0.6705417653364933,0.380992411709983,33.05373805769072
2025-02-19 16:05:00+00:00,2025-02-19,0.6613162261793569,0.37255454734204696,27.128173177967305
2025-02-19 16:10:00+00:00,2025-02-19,0.6572577196672857,0.3691762500579803,25.850156326084488
2025-02-19 16:15:00+00:00,2025-02-19,0.6496265067009713,0.3613474197456158,17.042709479330988
2025-02-19 16:20:00+00:00,2025-02-19,0.648778096202653,0.3605925386144153,21.53722448539664
2025-02-19 16:25:00+00:00,2025-02-19,0.6320388817282958,0.3462467416893844,13.194040041672483
2025-02-19 16:30:00+00:00,2025-02-19,0.6634148580522905,0.3724882539305864,10.328837379437324
2025-02-19 16:35:00+00:00,2025-02-19,0.6388354279017064,0.3522032289526976,12.788244319485045
2025-02-19 16:40:00+00:00,2025-02-19,0.6700449829593105,0.37765793573473855,15.767031086465293
2025-02-19 16:45:00+00:00,2025-02-19,0.6751036304617427,0.3829559394018087,11.680887299310514
2025-02-19 16:50:00+00:00,2025-02-19,0.6709385599731931,0.37865009974965436,12.711961411860655
2025-02-19 16:55:00+00:00,2025-02-19,0.6939861850328847,0.4000215286904454,15.368051123658587
2025-02-19 17:00:00+00:00,2025-02-19,0.6695779878519507,0.3803551051558365,10.81764739605931
2025-02-20 14:05:00+00:00,2025-02-20,0.7117627841408398,0.4198611329245237,26.324231743151643
2025-02-20 14:10:00+00:00,2025-02-20,0.7101658037077446,0.4210060716584658,23.960511406888166
