,bin,rows,mean_confidence,accuracy
0,1,10,0.38233797655216306,0.4
1,2,325,0.4853075280474681,0.47384615384615386
2,3,109,0.6817336747725496,0.6146788990825689
3,4,36,0.8308910042469393,0.7222222222222223
