bin,rows,mean_confidence,accuracy
1,7,0.38749789665292933,0.42857142857142855
2,377,0.5073642413971102,0.4960212201591511
3,127,0.6666338718376195,0.6692913385826771
4,65,0.8358799044429036,0.5999999999999999
