,bin,rows,mean_confidence,accuracy
0,1,28,0.37595720389430193,0.2142857142857143
1,2,400,0.48582696084760846,0.5075000000000001
2,3,50,0.6889067579542802,0.54
3,4,2,0.8091836779620671,1.0
