,bin,rows,mean_confidence,accuracy
0,1,45,0.38042436906928123,0.3333333333333333
1,2,397,0.4957271535100639,0.5188916876574307
2,3,132,0.6541459457430444,0.6590909090909091
3,4,2,0.8236328775368733,0.5
