run,horizon_minutes,session_id,loss,baseline_loss,loss_difference
base-1729,60,2025-02-19,0.8585201378301958,0.9015446705540544,-0.0430245327238586
base-1729,60,2025-02-20,0.981671006717607,1.1152080329326637,-0.13353702621505667
base-1729,60,2025-02-21,0.9442964881924579,1.0272287647723202,-0.08293227657986231
base-1729,60,2025-02-24,1.013820793020758,1.030584398302236,-0.016763605281478394
base-1729,60,2025-02-25,0.9885396577016442,0.9216784717335498,0.06686118596809439
base-1729,60,2025-02-26,0.8538907664139147,0.9170414500530997,-0.06315068363918502
base-1729,60,2025-02-27,0.9182358892947262,1.0695706125106927,-0.15133472321596664
base-1729,60,2025-02-28,0.8374921734720043,1.0045321872917565,-0.16704001381975225
base-1729,120,2025-02-19,0.818648821794511,0.7780139414697178,0.04063488032479324
base-1729,120,2025-02-20,0.8437895357181553,0.8308235675090929,0.012965968209062295
base-1729,120,2025-02-21,0.980686756219952,0.9950015601109471,-0.014314803890995126
base-1729,120,2025-02-24,1.0601694411584344,1.0931231964854828,-0.032953755327048494
base-1729,120,2025-02-25,1.092456897892445,0.859895456037609,0.2325614418548361
base-1729,120,2025-02-26,0.8955380306523935,0.8352391442384074,0.0602988864139861
base-1729,120,2025-02-27,0.875548614155181,1.1032878876985257,-0.22773927354334475
base-1729,120,2025-02-28,0.9946251735438493,0.9994171368402616,-0.004791963296412175
base-1729,240,2025-02-19,0.6899890498514594,0.6067146747876377,0.08327437506382165
base-1729,240,2025-02-20,0.770155011782562,0.6067146747876377,0.16344033699492433
base-1729,240,2025-02-21,1.5531987004213428,1.4725995861230032,0.0805991142983394
base-1729,240,2025-02-24,1.3666261749305262,1.3995265913056063,-0.03290041637508027
base-1729,240,2025-02-25,1.0625021516573874,1.1722347583691581,-0.10973260671177071
base-1729,240,2025-02-26,0.9678740930206821,1.0694129249906998,-0.10153883197001763
base-1729,240,2025-02-27,1.0505656262153045,1.1884917509267607,-0.13792612471145652
base-1729,240,2025-02-28,1.3114026149126237,1.4022500020138429,-0.0908473871012193
